data_type,budgets,accuracy,accuracy_std,runtime,naive_budget
NETFLIX,10113033.0,1.0,0.0,1.8666880130767822,10000000
NETFLIX,10103030.0,1.0,0.0,1.7812362511952717,10000000
NETFLIX,10020005.1,1.0,0.0,1.8098270098368328,10000000
NETFLIX,10116367.333333334,1.0,0.0,1.8277791341145833,10000000
NETFLIX,9097395.066666668,0.9933333333333333,0.004216370213557838,1.6924731731414795,10000000
NETFLIX,10173051.0,1.0,0.0,1.8739887873331706,10000000
NETFLIX,9536193.333333334,1.0,0.0,1.7051060199737549,10000000
NETFLIX,8350837.833333333,1.0,0.0,1.528911034266154,10000000
NETFLIX,4157913.6666666665,0.43999999999999995,0.00421637021355784,0.9444742202758789,10000000
NETFLIX,6857389.933333333,0.6666666666666666,0.0,1.2998576958974202,10000000
NETFLIX,3775132.1999999997,0.7666666666666666,0.031622776601683805,0.8749917348225912,10000000
NETFLIX,2318028.533333333,0.6533333333333333,0.04313990355240357,0.6333072980244955,10000000
NETFLIX,8045746.333333333,0.6666666666666666,0.0,1.4823686281840007,10000000
NETFLIX,1213697.3333333333,0.3333333333333333,0.0,0.4787313938140869,10000000
NETFLIX,267413.5333333333,0.08000000000000002,0.008432740427115675,0.34806259473164874,10000000
NETFLIX,1114334.2,0.09999999999999999,0.04830458915396479,0.42919643719991046,10000000
NETFLIX,210063.0,0.0,0.0,0.3420754273732503,10000000
NETFLIX,216731.66666666666,0.03333333333333333,0.0,0.3134939670562744,10000000
NETFLIX,160048.0,0.0,0.0,0.30717794100443524,10000000
NETFLIX,165049.5,0.02666666666666667,0.009189365834726815,0.3075207869211833,10000000
NETFLIX,4007868.6666666665,0.6666666666666666,0.0,0.8450725078582764,10000000
NETFLIX,90027.0,0.0,0.0,0.2965400218963623,10000000
NETFLIX,90027.0,0.0,0.0,0.3038645585378011,10000000
NETFLIX,790903.8666666667,0.06666666666666667,0.0421637021355784,0.4065687656402588,10000000
