data_type,budgets,accuracy,accuracy_std,runtime,naive_budget
MOVIE_LENS,27956.666666666668,1.0,0.0,0.005387067794799805,50000
MOVIE_LENS,27576.666666666668,1.0,0.0,0.00569915771484375,50000
MOVIE_LENS,27193.333333333332,1.0,0.0,0.004356861114501953,50000
MOVIE_LENS,26800.0,1.0,0.0,0.004247903823852539,50000
MOVIE_LENS,26383.333333333332,1.0,0.0,0.0046651363372802734,50000
MOVIE_LENS,25943.333333333332,1.0,0.0,0.004176139831542969,50000
MOVIE_LENS,25426.666666666668,1.0,0.0,0.0040929317474365234,50000
MOVIE_LENS,24916.666666666668,1.0,0.0,0.0040280818939208984,50000
MOVIE_LENS,24383.333333333332,1.0,0.0,0.004003047943115234,50000
MOVIE_LENS,23846.666666666668,1.0,0.0,0.0039768218994140625,50000
MOVIE_LENS,23253.333333333332,1.0,0.0,0.003907203674316406,50000
MOVIE_LENS,22593.333333333332,1.0,0.0,0.0036869049072265625,50000
MOVIE_LENS,21873.333333333332,1.0,0.0,0.0033218860626220703,50000
MOVIE_LENS,21080.0,1.0,0.0,0.0032448768615722656,50000
MOVIE_LENS,20263.333333333332,1.0,0.0,0.003200054168701172,50000
MOVIE_LENS,19366.666666666668,1.0,0.0,0.0031130313873291016,50000
MOVIE_LENS,18390.0,1.0,0.0,0.003072023391723633,50000
MOVIE_LENS,17210.0,1.0,0.0,0.0029740333557128906,50000
MOVIE_LENS,15916.666666666666,1.0,0.0,0.0028862953186035156,50000
MOVIE_LENS,14386.666666666666,1.0,0.0,0.002766847610473633,50000
MOVIE_LENS,12820.0,1.0,0.0,0.002635955810546875,50000
MOVIE_LENS,10073.333333333334,1.0,0.0,0.00238800048828125,50000
MOVIE_LENS,2130.0,1.0,0.0,0.0017468929290771484,50000
MOVIE_LENS,350.0,1.0,0.0,0.0016369819641113281,50000
