data_type,budgets,accuracy,accuracy_std,runtime,naive_budget
MOVIE_LENS,877023.6666666666,0.8000000000000002,6.409875621278547e-17,0.34235596656799316,100000
MOVIE_LENS,746642.6666666666,0.8000000000000002,6.409875621278547e-17,0.2981071472167969,100000
MOVIE_LENS,671423.3333333334,0.8000000000000002,6.409875621278547e-17,0.32630300521850586,100000
MOVIE_LENS,664641.3333333334,0.6666666666666666,0.05443310539518175,0.2575843334197998,100000
MOVIE_LENS,560328.0,0.8000000000000002,6.409875621278547e-17,0.22587990760803223,100000
MOVIE_LENS,377358.6666666667,0.8000000000000002,6.409875621278547e-17,0.1318972110748291,100000
MOVIE_LENS,311569.3333333333,0.8000000000000002,6.409875621278547e-17,0.10068988800048828,100000
MOVIE_LENS,260614.66666666666,0.8000000000000002,6.409875621278547e-17,0.08401989936828613,100000
MOVIE_LENS,224096.33333333334,0.8000000000000002,6.409875621278547e-17,0.06459879875183105,100000
MOVIE_LENS,203790.0,0.8000000000000002,6.409875621278547e-17,0.05269813537597656,100000
MOVIE_LENS,167668.66666666666,0.26666666666666666,0.05443310539518174,0.05600094795227051,100000
MOVIE_LENS,162420.0,0.8000000000000002,6.409875621278547e-17,0.04497385025024414,100000
MOVIE_LENS,147643.33333333334,0.8000000000000002,6.409875621278547e-17,0.039218902587890625,100000
MOVIE_LENS,160493.0,0.8000000000000002,6.409875621278547e-17,0.04007220268249512,100000
MOVIE_LENS,131882.33333333334,0.8000000000000002,6.409875621278547e-17,0.03528404235839844,100000
MOVIE_LENS,142248.0,0.8000000000000002,6.409875621278547e-17,0.029346942901611328,100000
MOVIE_LENS,121549.33333333333,0.8000000000000002,6.409875621278547e-17,0.02382802963256836,100000
MOVIE_LENS,126634.33333333333,0.8000000000000002,6.409875621278547e-17,0.027902841567993164,100000
MOVIE_LENS,135631.0,0.8000000000000002,6.409875621278547e-17,0.025762081146240234,100000
MOVIE_LENS,130431.0,0.8000000000000002,6.409875621278547e-17,0.02054619789123535,100000
MOVIE_LENS,116379.0,0.6,0.0,0.023185014724731445,100000
MOVIE_LENS,101470.66666666667,0.8000000000000002,6.409875621278547e-17,0.021329164505004883,100000
MOVIE_LENS,118706.0,0.8000000000000002,6.409875621278547e-17,0.020882844924926758,100000
MOVIE_LENS,105360.33333333333,0.8000000000000002,6.409875621278547e-17,0.01835322380065918,100000
