signal_sizes,budgets,budgets_std,runtime,idx_accuracy,rec_error
5291999,149110.0,0.0,7.542068958282471,1.0,0.4608432606360434
11833271,145270.0,0.0,8.023744821548462,1.0,0.4607918682957134
26459999,164290.0,0.0,18.4650239944458,1.0,0.4607773461583826
