data_type,budgets,accuracy,accuracy_std,runtime,naive_budget
NETFLIX,1248443.0,1.0,0.0,20.940271377563477,100000000
NETFLIX,1236647.6666666667,1.0,0.0,18.605229139328003,100000000
NETFLIX,1224941.6666666667,1.0,0.0,18.0680730342865,100000000
NETFLIX,1212933.6666666667,1.0,0.0,23.573591232299805,100000000
NETFLIX,1200931.0,1.0,0.0,23.657481908798218,100000000
NETFLIX,1188731.0,1.0,0.0,19.183021545410156,100000000
NETFLIX,1176380.0,1.0,0.0,18.08420181274414,100000000
NETFLIX,1164061.6666666667,1.0,0.0,17.08458113670349,100000000
NETFLIX,1151183.6666666667,1.0,0.0,17.3077654838562,100000000
NETFLIX,1138141.0,1.0,0.0,18.070507764816284,100000000
NETFLIX,1125112.3333333333,1.0,0.0,17.354896783828735,100000000
NETFLIX,1111695.0,1.0,0.0,16.95067048072815,100000000
NETFLIX,1098416.3333333333,1.0,0.0,17.468855619430542,100000000
NETFLIX,1084994.6666666667,1.0,0.0,16.876209020614624,100000000
NETFLIX,1070910.0,1.0,0.0,16.549649715423584,100000000
NETFLIX,1056472.6666666667,1.0,0.0,16.054921865463257,100000000
NETFLIX,1042198.3333333334,1.0,0.0,16.506080150604248,100000000
NETFLIX,1026628.0,1.0,0.0,17.71147084236145,100000000
NETFLIX,1004845.0,1.0,0.0,20.604706287384033,100000000
NETFLIX,930665.6666666666,1.0,0.0,26.471036195755005,100000000
NETFLIX,605886.6666666666,1.0,0.0,9.92589282989502,100000000
NETFLIX,217759.66666666666,1.0,0.0,1.8497669696807861,100000000
NETFLIX,105009.0,1.0,0.0,0.6408040523529053,100000000
NETFLIX,61809.666666666664,0.98,0.010954451150103319,0.20046329498291016,100000000
