signal_sizes,budgets,budgets_std,accuracy,runtime
999999,3162.0,399.6198193283211,0.9800000000000001,0.46785385608673097
1436214,2844.0,267.2526894158411,1.0,0.17354555130004884
2062711,3219.0,309.17470789183255,0.96,0.28260488510131837
2962496,3096.0,408.2205286361772,0.9800000000000001,0.43373191356658936
4254779,3201.0,319.76397545689855,0.9200000000000002,0.6877220153808594
6110775,3366.0,414.13041424169757,0.9200000000000002,1.2188167810440063
8776382,3315.0,204.9024157983502,0.9200000000000002,1.8484179973602295
12604767,3150.0,535.312992556691,1.0,2.7507638692855836
18103147,3063.0,300.7341018241862,0.9800000000000001,4.031933856010437
26000000,3048.0,265.36013264995177,0.9800000000000001,5.991869187355041
