signal_sizes,budgets,budgets_std,accuracy,runtime
100,1000.0,0.0,0.94,0.1229071696599325
278,1000.0,0.0,0.8666666666666668,5.328655242919922e-05
774,1000.0,0.0,0.8666666666666668,9.313424428304036e-05
2154,1000.0,0.0,0.8666666666666668,0.00022892157236735025
5994,1000.0,0.0,0.8666666666666668,0.0006271759668986002
16681,1000.0,0.0,0.8666666666666668,0.00175628662109375
46415,1000.0,0.0,0.8600000000000001,0.005008610089619954
129154,1000.0,0.0,0.8466666666666668,0.014465363820393878
359381,1000.0,0.0,0.8000000000000003,0.04154373009999593
999999,1000.0,0.0,0.8000000000000003,0.11892616748809814
