signal_sizes,budgets,budgets_std,accuracy,runtime
100,10000.0,0.0,1.0,0.27793691953023275
278,27800.0,0.0,1.0,0.000904401143391927
774,77400.0,0.0,1.0,0.0005714575449625651
2154,215034.4,1.180583659796195,1.0,0.0018341541290283203
5994,593329.3333333334,101.65679369183206,1.0,0.005679480234781901
16681,1377348.6666666667,95191.17409539215,1.0,0.012048943837483724
46415,4280712.666666667,4475.039065420216,1.0,0.032996145884195964
129154,6951689.333333333,804241.3494978931,0.9866666666666667,0.05869059562683106
359381,12837605.333333334,1626121.559332817,0.9600000000000001,0.10943495432535807
999999,8303852.0,2130859.5489612375,1.0,0.11925554275512695
