signal_sizes,budgets,budgets_std,accuracy,runtime
449,15072.933333333332,3204.6951694176605,0.9266666666666666,0.30237208207448324
685,17816.0,3276.1029694847302,0.9000000000000001,0.00047919750213623054
1045,22228.333333333332,4955.101804089286,0.9466666666666668,0.0005988200505574544
1593,26332.666666666668,4661.51973311518,0.9333333333333333,0.0007452249526977539
2429,28996.333333333332,6092.184875359214,0.9533333333333334,0.0010030666987101236
3703,33248.0,5870.01328788956,0.9400000000000001,0.0014781951904296875
5646,35140.333333333336,7284.282844285741,0.9466666666666668,0.0015202999114990235
8606,44312.666666666664,9265.280687719192,0.9733333333333333,0.0018984397252400716
13120,46020.0,8844.830128385734,0.9266666666666666,0.002301327387491862
19999,51082.333333333336,11975.946360193095,0.9266666666666666,0.0028388182322184245
