signal_sizes,budgets,budgets_std,accuracy,runtime
449,52401.86666666667,112.74860925478812,0.9866666666666667,0.0010734399159749348
685,79785.06666666667,123.49977957695131,0.9866666666666667,0.0023272355397542317
1045,121428.26666666666,522.834258845212,0.9933333333333334,0.0024745623270670575
1593,185136.0,0.0,1.0,0.004586784044901529
2429,282112.0,0.0,0.9866666666666667,0.005625438690185547
3703,429896.0,0.0,1.0,0.009343735376993813
5646,655284.0,0.0,1.0,0.015328693389892577
8606,998644.0,0.0,0.9933333333333334,0.022811349232991537
13120,1522268.0,0.0,1.0,0.03508016268412272
19999,2320232.0,0.0,1.0,0.05083879629770914
