signal_sizes,budgets,budgets_std,accuracy,runtime
449,44800.0,0.0,0.9733333333333333,0.001676750183105469
685,68400.0,0.0,0.9266666666666666,0.0016661087671915689
1045,104400.0,0.0,0.9666666666666667,0.0013174215952555337
1593,159200.0,0.0,0.9600000000000001,0.0017489353815714516
2429,242800.0,0.0,0.98,0.0026643991470336912
3703,370200.0,0.0,0.9866666666666667,0.003992915153503418
5646,564500.0,0.0,0.9666666666666667,0.006534488995869956
8606,860500.0,0.0,0.9866666666666667,0.009891239802042644
13120,1311800.0,0.0,0.9866666666666667,0.01655487219492594
19999,1999604.0,0.0,1.0,0.03501824537913004
