signal_sizes,budgets,budgets_std,accuracy,runtime
100,75810.0,53110.41140868709,0.6,1.1646997133890789
203,62879.666666666664,50700.99032782518,0.3333333333333333,0.011239290237426758
414,39460.0,11298.8760502981,0.13333333333333333,0.004625082015991211
843,33040.0,10334.244045889374,0.0,0.0008920033772786459
1716,47170.0,147.648230602334,0.0,0.0005669593811035156
3494,50130.0,18955.648234761058,0.0,0.0006344318389892578
7113,101790.0,39925.32279143151,0.0,0.0019454161326090496
14480,41570.0,25209.21656854889,0.13333333333333333,0.0009156068166097006
29475,32680.0,6498.322860554098,0.0,0.0028913021087646484
59999,26330.0,1620.6171663906316,0.06666666666666667,0.0035523573557535806
