signal_sizes,budgets,budgets_std,accuracy,runtime
100,84688.0,53313.25441201278,0.6,0.7123379707336426
203,54160.2,41066.95889592995,0.2,0.0005053520202636719
414,47694.0,26698.391412218076,0.16,0.0005702018737792969
843,41418.0,18337.894535633037,0.0,0.000646209716796875
1716,42396.0,9453.978210256251,0.0,0.0005471706390380859
3494,54900.0,26535.45025056104,0.08,0.0009160518646240234
7113,91848.0,46401.02473006388,0.08,0.0012592792510986329
14480,45300.0,24281.155656187373,0.12000000000000002,0.0012847900390625
29475,31626.0,6565.584817820877,0.04,0.0031862258911132812
59999,39318.0,27372.540547051893,0.08,0.0029878139495849608
