signal_sizes,budgets,budgets_std,accuracy,runtime
100,3400.0,141.4213562373095,1.0,0.0004513263702392578
129,5504.0,369.89998648283296,1.0,0.0004410743713378906
166,6308.0,234.75945135393377,1.0,0.0007759730021158854
215,8313.333333333334,730.8594636149659,1.0,0.0005099773406982422
278,10378.666666666666,262.1009135598136,1.0,0.0005193551381429037
359,13642.0,0.0,1.0,0.0005050500233968099
464,18560.0,656.1950929411161,1.0,0.000583648681640625
599,22362.666666666668,1129.4852318153119,1.0,0.000572363535563151
774,28896.0,364.8670990922585,1.0,0.0008122920989990234
999,38628.0,1697.9734980263972,1.0,0.0006709893544514974
