signal_sizes,budgets,budgets_std,accuracy,runtime
1000,40000.0,2265.6860623955235,0.9866666666666667,0.5545355002085367
2000,82533.33333333334,6625.204399362585,0.9399999999999998,1.030754844347636
3000,121700.0,5831.809324729333,0.9866666666666667,1.5187343517939251
4000,162666.6666666667,3098.386676965934,0.9933333333333334,2.0741497755050657
5000,205500.0,7566.37297521078,0.9533333333333334,2.5909382740656532
6000,242400.0,9156.418513807677,0.9600000000000001,2.915948669115702
7000,279066.6666666667,30318.970958790804,0.8866666666666668,3.5206544637680053
8000,321866.6666666667,12567.329779144724,1.0,4.027830251057943
9000,368400.0,4983.974317750845,0.9600000000000001,4.932926058769225
10000,412333.3333333333,8825.468196582477,0.9600000000000001,5.906692536671956
