signal_sizes,budgets,budgets_std,accuracy,runtime
449,51271.86666666667,2537.3358171296304,0.6933333333333336,0.0010901927947998048
685,79441.06666666667,789.119971163377,0.6800000000000002,0.00240477720896403
1045,119087.73333333334,5869.319818248864,0.7200000000000001,0.0025034586588541666
1593,184018.8,2107.2841668840015,0.6800000000000002,0.004792706171671549
2429,281139.2,2228.9648180265203,0.6266666666666666,0.0060090700785319015
3703,427301.8,8984.024834486303,0.6400000000000001,0.009642545382181806
5646,650576.5,10923.023155244156,0.5333333333333333,0.01594791412353516
8606,989174.1,31463.11746405093,0.56,0.023285261789957684
13120,1522268.0,0.0,0.64,0.03598612944285075
19999,2296896.3333333335,46216.69274214915,0.5933333333333334,0.05237090587615967
