signal_sizes,budgets,budgets_std,accuracy,runtime
449,11427.333333333334,662.1496474027269,0.23333333333333336,0.007470083236694335
685,17268.6,2126.6198155758825,0.2866666666666667,0.02004099686940511
1045,26909.9,2079.114592801465,0.19333333333333333,0.0584125836690267
1593,40887.166666666664,6128.943014274339,0.2733333333333333,0.13597429593404134
2429,62073.53333333333,5010.979729443025,0.24666666666666673,0.33415110111236573
3703,95961.5,14518.999526482532,0.24000000000000007,0.7621451298395792
5646,144967.33333333334,14313.220195174654,0.24000000000000007,1.7801335096359252
8606,220079.86666666667,42443.83198199187,0.24666666666666667,4.166473452250163
13120,328926.8,72661.07968479411,0.24000000000000007,9.938864398002625
19999,471358.9,70937.00531943818,0.2266666666666667,26.433111023902892
