signal_sizes,budgets,budgets_std,accuracy,runtime
449,23677.266666666666,1324.8670524496658,0.9666666666666667,0.20418810049692787
685,38748.166666666664,2021.8784513966757,0.9733333333333333,0.28329228560129804
1045,55559.16666666666,10118.76856940167,0.86,0.4180056174596151
1593,84535.2,8636.874559700402,0.8933333333333333,0.6393047571182251
2429,134242.73333333337,11551.875008749785,0.9933333333333334,0.942796325683594
3703,197493.33333333334,10915.303954641951,0.9600000000000001,1.5177340030670168
5646,301684.6,21359.66363124663,0.98,66.90450157324474
8606,475051.20000000007,37626.58504810424,0.9733333333333334,36.54340078830719
13120,716789.3333333334,32341.97536741792,0.9733333333333333,57.1249895731608
19999,1033948.3000000002,1999.9000000000115,1.0,331.89140698115034
