signal_sizes,budgets,budgets_std,accuracy,runtime
449,2753.0,910.5534946759947,0.8866666666666667,0.10170459747314453
685,2775.6666666666665,985.3212110215068,0.8000000000000002,0.00014455318450927733
1045,2551.0,935.9962606762914,0.8133333333333334,0.00016845067342122398
1593,2237.0,519.5712976419437,0.7666666666666669,0.00019990603129069008
2429,2241.3333333333335,726.7266030327744,0.8266666666666669,0.00028293132781982423
3703,2353.6666666666665,574.0991977776044,0.8200000000000002,0.0004472891489664714
5646,2186.3333333333335,426.2978875022593,0.8200000000000003,0.0009646892547607421
8606,2357.3333333333335,461.51152627955986,0.8133333333333336,0.0009556372960408527
13120,2455.6666666666665,356.24601362292077,0.8200000000000002,0.001406590143839518
19999,2476.6666666666665,40.27681991198191,0.8666666666666668,0.0022224903106689456
