signal_sizes,budgets,budgets_std,accuracy,runtime
1000,2295.3333333333335,776.7656589273814,0.9533333333333333,0.13216970761617025
2000,2180.3333333333335,756.3970885424901,0.9533333333333333,0.000259701410929362
3000,2070.6666666666665,624.3125997625085,0.9733333333333333,0.0003613551457722982
4000,1998.3333333333333,622.688168793623,0.9666666666666667,0.0004717906316121419
5000,1975.6666666666667,618.8466871707582,0.9800000000000001,0.0006078640619913737
6000,1981.3333333333333,614.1700814016334,0.9466666666666667,0.000742801030476888
7000,1957.3333333333333,582.1164450138439,0.9400000000000001,0.0008910497029622396
8000,1976.0,620.2934789275154,0.9666666666666667,0.0009853442509969077
9000,1942.3333333333333,574.5066482547342,0.92,0.0010667562484741214
10000,1953.3333333333333,592.7525247146195,0.8666666666666668,0.0012963294982910154
