signal_sizes,budgets,budgets_std,accuracy,runtime
1000,498325.3333333333,321.1615954163423,0.2,0.6685258388519287
8071,869865.3333333334,64.58666299660509,0.0,0.016419410705566406
15142,919954.0,41.11555531534128,0.0,0.01575155258178711
22214,939931.3333333334,34.3558717823595,0.0,0.016688203811645506
29285,949444.6666666666,501.73287861319346,0.0,0.01682138442993164
36357,949945.3333333334,41.07301538227492,0.0,0.017019065221150716
43428,959922.6666666666,61.184360141509416,0.0,0.01701645851135254
50500,959914.6666666666,56.457391341055036,0.0,0.016751305262247725
57571,960000.0,0.0,0.0,0.017416922251383464
64642,959925.3333333334,50.656724170673556,0.0,0.016085720062255858
71714,959960.6666666666,37.9996101344523,0.0,0.016487264633178712
78785,970000.0,0.0,0.0,0.019815651575724284
85857,969951.3333333334,47.01646677652573,0.0,0.017486763000488282
92928,969965.3333333334,25.470971131277466,0.0,0.017619244257609048
100000,969967.3333333334,31.55899824725699,0.0,0.019281752904256187
